randomization,descending_0.01,ascending_0.01,total_0.01,descending_0.02,ascending_0.02,total_0.02,descending_0.05,ascending_0.05,total_0.05,descending_0.1,ascending_0.1,total_0.1,descending_0.2,ascending_0.2,total_0.2,descending_0.3,ascending_0.3,total_0.3,descending_0.5,ascending_0.5,total_0.5
476,5,29,34,51,139,190,434,1515,1949,2017,4787,6804,8288,13237,21525,18706,25458,44164,52816,54717,107533
477,13,30,43,41,198,239,398,1707,2105,1919,5097,7016,8211,13635,21846,18429,25636,44065,52316,54856,107172
478,12,42,54,62,159,221,410,1633,2043,1892,4770,6662,8283,12904,21187,18623,25147,43770,52876,54547,107423
479,10,42,52,54,174,228,430,1664,2094,1945,4888,6833,8047,13005,21052,18267,25390,43657,52438,55290,107728
480,16,49,65,62,193,255,493,1592,2085,1988,4974,6962,8273,13461,21734,18415,25347,43762,52757,54509,107266
481,12,33,45,48,162,210,429,1508,1937,1870,4699,6569,8124,12948,21072,18490,25208,43698,52150,55344,107494
482,8,34,42,53,183,236,411,1627,2038,2009,4885,6894,8197,13178,21375,18384,24970,43354,52722,54256,106978
483,6,39,45,64,163,227,459,1518,1977,1970,4586,6556,8328,12797,21125,18378,24984,43362,52456,53297,105753
484,10,35,45,57,178,235,421,1583,2004,1953,4715,6668,8157,12836,20993,18454,24892,43346,52900,54182,107082
485,6,32,38,52,161,213,416,1549,1965,1908,4768,6676,8235,13156,21391,18717,25340,44057,53771,54395,108166
486,9,36,45,57,157,214,464,1582,2046,2025,4722,6747,8346,13412,21758,18460,25620,44080,52101,55331,107432
487,10,31,41,59,152,211,429,1598,2027,1930,4682,6612,8244,12824,21068,18345,25397,43742,52397,54729,107126
488,8,33,41,55,176,231,408,1560,1968,1920,4771,6691,8168,12774,20942,18726,25064,43790,53463,55068,108531
489,11,47,58,49,207,256,388,1662,2050,1902,4874,6776,8294,12924,21218,18581,24891,43472,52985,54392,107377
490,10,26,36,61,160,221,431,1506,1937,1982,4538,6520,8138,12888,21026,18604,24957,43561,52950,54541,107491
491,10,41,51,54,176,230,431,1576,2007,1813,4818,6631,8104,13350,21454,18159,25670,43829,52640,54867,107507
492,12,39,51,67,183,250,469,1506,1975,2025,4719,6744,8340,12620,20960,18613,24549,43162,52770,53186,105956
493,17,34,51,86,184,270,450,1596,2046,1960,4891,6851,8328,13393,21721,18589,25679,44268,52108,54793,106901
494,19,28,47,65,163,228,416,1588,2004,1933,4714,6647,8277,12979,21256,18355,25262,43617,52459,54254,106713
495,11,38,49,59,181,240,421,1604,2025,1917,4924,6841,8088,13220,21308,18215,25584,43799,52166,54636,106802
496,10,20,30,51,138,189,456,1547,2003,1934,4772,6706,8141,12947,21088,18335,25333,43668,52408,54448,106856
497,11,45,56,64,167,231,388,1604,1992,1953,4806,6759,8383,13282,21665,18834,25424,44258,52924,54847,107771
498,14,47,61,64,171,235,446,1560,2006,1954,4814,6768,8237,13284,21521,18472,25752,44224,52882,55018,107900
499,17,38,55,60,180,240,468,1704,2172,2037,5086,7123,8455,13217,21672,18633,25563,44196,52824,54794,107618
500,13,29,42,68,161,229,455,1516,1971,2004,4745,6749,8416,12916,21332,18714,25353,44067,53398,54932,108330
501,12,42,54,58,174,232,406,1641,2047,1904,4952,6856,8267,13213,21480,18489,25442,43931,52077,54880,106957
502,13,46,59,66,170,236,478,1543,2021,2096,4712,6808,8266,13140,21406,18390,25763,44153,52994,54519,107513
503,9,34,43,49,177,226,399,1601,2000,1951,4795,6746,8267,13043,21310,18524,25126,43650,53131,54199,107330
504,11,46,57,52,180,232,457,1542,1999,1986,4868,6854,8452,12914,21366,18530,25109,43639,52957,54585,107542
505,17,39,56,53,170,223,422,1595,2017,1898,4914,6812,8211,13464,21675,18315,25788,44103,52650,55154,107804
506,7,31,38,51,143,194,405,1511,1916,1942,4798,6740,8054,13244,21298,18414,25471,43885,52299,55039,107338
507,13,32,45,65,158,223,436,1550,1986,1969,4591,6560,8054,12729,20783,18676,24873,43549,52927,53113,106040
508,10,34,44,45,153,198,372,1558,1930,1840,4651,6491,8194,13393,21587,18496,25315,43811,52813,53825,106638
509,15,38,53,74,197,271,419,1605,2024,1909,4895,6804,8240,13575,21815,19024,25900,44924,53035,54995,108030
510,12,46,58,54,198,252,413,1602,2015,1988,4589,6577,8401,12663,21064,18673,24582,43255,53344,54421,107765
511,6,45,51,49,171,220,438,1595,2033,1916,4940,6856,8297,13232,21529,18882,25846,44728,53440,54785,108225
512,13,42,55,55,181,236,436,1642,2078,1937,4895,6832,8346,13008,21354,18723,25370,44093,53507,55174,108681
513,13,29,42,69,190,259,493,1594,2087,2092,4926,7018,8523,12828,21351,18917,25011,43928,53023,54212,107235
514,16,29,45,58,175,233,435,1609,2044,1959,4716,6675,8404,13179,21583,18871,25485,44356,53210,55116,108326
515,8,31,39,51,166,217,445,1547,1992,2012,4815,6827,8359,13136,21495,18633,25405,44038,52931,54277,107208
516,10,45,55,46,181,227,451,1630,2081,2086,4797,6883,8627,13334,21961,19208,25430,44638,53706,54898,108604
517,14,34,48,67,186,253,408,1554,1962,1932,4880,6812,8028,13268,21296,18399,25753,44152,53106,54862,107968
518,12,31,43,68,151,219,408,1629,2037,1851,4763,6614,8047,12965,21012,18235,25126,43361,52289,54344,106633
519,13,38,51,68,173,241,439,1404,1843,2036,4597,6633,8287,12699,20986,18404,25035,43439,53123,54769,107892
520,14,29,43,55,149,204,392,1554,1946,1897,4752,6649,8351,12843,21194,18849,25286,44135,53664,55208,108872
521,10,43,53,56,161,217,428,1517,1945,1974,4721,6695,8414,12862,21276,18952,25108,44060,53362,54767,108129
522,15,38,53,59,201,260,391,1623,2014,1853,4779,6632,8015,13089,21104,18002,25179,43181,51924,54323,106247
523,7,21,28,42,148,190,380,1513,1893,1942,4663,6605,8342,13083,21425,18703,25421,44124,53231,54058,107289
524,14,35,49,51,160,211,438,1535,1973,1940,4821,6761,8290,12941,21231,18445,25348,43793,53155,55114,108269
525,18,32,50,59,152,211,392,1545,1937,1961,4707,6668,8296,13030,21326,18573,25127,43700,52597,54339,106936
526,12,40,52,53,190,243,429,1600,2029,1931,5068,6999,8233,13656,21889,18332,26035,44367,52639,55227,107866
527,11,38,49,47,188,235,411,1497,1908,1928,4821,6749,8047,13307,21354,18260,25510,43770,52874,54817,107691
528,13,44,57,70,207,277,430,1489,1919,1867,4873,6740,8308,13117,21425,18756,25402,44158,52854,54815,107669
529,12,25,37,54,147,201,444,1540,1984,1899,4840,6739,8364,12902,21266,18733,24949,43682,52658,54274,106932
530,13,44,57,46,169,215,430,1549,1979,1931,4591,6522,8097,12580,20677,18432,24618,43050,53090,54163,107253
531,17,42,59,76,161,237,486,1610,2096,1958,4785,6743,8252,13119,21371,18546,25203,43749,53452,54643,108095
532,14,24,38,50,157,207,451,1607,2058,2001,5011,7012,8303,13336,21639,18632,25546,44178,53171,55480,108651
533,10,41,51,60,170,230,418,1562,1980,1899,4667,6566,8118,12855,20973,18514,25126,43640,52199,54417,106616
534,13,37,50,60,206,266,456,1551,2007,1942,4798,6740,8312,13121,21433,18763,25291,44054,53141,54849,107990
535,10,34,44,55,185,240,415,1555,1970,2000,4876,6876,8486,13201,21687,18689,25290,43979,52973,54991,107964
536,12,30,42,47,184,231,406,1551,1957,1873,4751,6624,8096,13250,21346,18020,25152,43172,51934,54865,106799
537,15,32,47,65,164,229,417,1489,1906,1925,4698,6623,8293,12683,20976,18370,24674,43044,52405,54140,106545
538,7,33,40,50,187,237,434,1636,2070,1993,4919,6912,8469,13103,21572,18767,25290,44057,53234,54358,107592
539,13,36,49,58,173,231,471,1669,2140,2013,4843,6856,8318,13164,21482,18526,25377,43903,52596,54408,107004
540,9,42,51,53,154,207,416,1593,2009,1878,4738,6616,8453,13133,21586,18399,25273,43672,52423,54434,106857
541,11,34,45,47,158,205,439,1582,2021,1952,4796,6748,8221,12972,21193,18723,25001,43724,52833,54808,107641
542,10,29,39,67,167,234,426,1599,2025,2000,4852,6852,8489,13084,21573,19070,25249,44319,52792,54640,107432
543,9,38,47,52,182,234,445,1670,2115,1903,5095,6998,8192,13612,21804,18275,25398,43673,52072,54982,107054
544,14,34,48,54,174,228,419,1543,1962,1894,4632,6526,8275,12945,21220,18472,24817,43289,53080,54228,107308
545,20,38,58,64,194,258,448,1629,2077,2045,4899,6944,8321,13040,21361,18726,25084,43810,53139,54446,107585
546,14,49,63,64,210,274,448,1650,2098,2016,4673,6689,8418,12788,21206,18584,24781,43365,53329,53782,107111
547,9,45,54,50,188,238,429,1632,2061,1951,4881,6832,8344,13040,21384,18692,25149,43841,53521,55050,108571
548,14,39,53,63,178,241,448,1567,2015,1987,4759,6746,8333,12968,21301,18677,25318,43995,52685,54241,106926
549,11,19,30,59,139,198,437,1551,1988,1895,4635,6530,8229,13003,21232,18885,25231,44116,53347,54925,108272
550,7,43,50,56,208,264,413,1651,2064,1800,4930,6730,7829,13302,21131,17955,25516,43471,52161,54510,106671
551,11,40,51,61,180,241,418,1613,2031,1984,4898,6882,8469,13040,21509,18874,25489,44363,52840,54476,107316
552,12,26,38,45,169,214,457,1592,2049,1921,4941,6862,8041,13260,21301,18609,25601,44210,52856,54286,107142
553,12,42,54,59,192,251,439,1621,2060,1979,4939,6918,8123,13543,21666,18231,25749,43980,52278,54866,107144
554,14,33,47,50,192,242,435,1563,1998,1827,4755,6582,8097,13046,21143,18654,25215,43869,53001,54577,107578
555,10,27,37,62,179,241,409,1777,2186,1925,4947,6872,7895,13228,21123,18017,25383,43400,51840,54284,106124
556,6,38,44,53,200,253,401,1571,1972,1990,4718,6708,8398,12793,21191,18636,25006,43642,53149,54683,107832
557,19,26,45,70,166,236,425,1490,1915,2006,4639,6645,8459,12658,21117,18753,24877,43630,53308,54326,107634
558,20,41,61,78,179,257,459,1601,2060,2057,4907,6964,8548,13158,21706,18824,25380,44204,53281,54266,107547
559,6,28,34,59,171,230,413,1567,1980,1833,4829,6662,8086,12986,21072,18596,25237,43833,53518,54637,108155
560,11,31,42,62,190,252,435,1562,1997,1956,4700,6656,8540,12769,21309,18973,24662,43635,53141,54279,107420
561,16,43,59,57,210,267,425,1590,2015,1899,4663,6562,8051,12930,20981,18272,25032,43304,52392,54669,107061
562,13,36,49,53,174,227,452,1693,2145,1985,5094,7079,8441,13698,22139,18732,25776,44508,52442,54854,107296
563,12,43,55,56,194,250,399,1593,1992,1850,4906,6756,8126,13190,21316,18590,25992,44582,52609,54880,107489
564,14,66,80,67,188,255,425,1578,2003,1939,4923,6862,8284,13190,21474,18662,25560,44222,53101,55148,108249
565,14,40,54,65,178,243,429,1648,2077,1982,4929,6911,8167,13214,21381,18611,25951,44562,52574,54857,107431
566,6,29,35,64,135,199,479,1611,2090,2044,4757,6801,8397,12924,21321,18851,24894,43745,52848,55001,107849
567,11,43,54,67,166,233,453,1609,2062,2014,4861,6875,8268,13075,21343,18513,25251,43764,53200,54871,108071
568,14,30,44,49,137,186,426,1474,1900,1961,4580,6541,8398,12625,21023,18600,25057,43657,53076,54254,107330
569,14,36,50,52,168,220,422,1600,2022,1897,4621,6518,8114,12706,20820,18204,25243,43447,52137,54181,106318
570,10,33,43,60,192,252,457,1609,2066,1942,4982,6924,8233,13071,21304,18695,25272,43967,52750,54799,107549
571,8,39,47,47,180,227,405,1554,1959,1921,4800,6721,8245,13079,21324,18761,25282,44043,53046,54639,107685
572,10,33,43,52,159,211,411,1583,1994,1915,4757,6672,8097,13040,21137,18175,25182,43357,52225,53910,106135
573,12,36,48,70,171,241,435,1631,2066,1969,4894,6863,8049,12814,20863,18058,24728,42786,52065,54241,106306
574,12,33,45,60,191,251,403,1717,2120,1914,4962,6876,8269,13287,21556,18273,25490,43763,51891,55084,106975
575,13,41,54,63,183,246,440,1699,2139,1905,4878,6783,8128,12952,21080,18292,25165,43457,52227,54559,106786
576,16,38,54,72,166,238,436,1546,1982,1944,4779,6723,8134,13248,21382,18131,25300,43431,51968,55106,107074
577,11,41,52,63,177,240,427,1592,2019,1915,4864,6779,8351,13027,21378,18448,25510,43958,52567,54493,107060
578,18,32,50,55,165,220,421,1639,2060,1926,4928,6854,8148,12849,20997,18316,25281,43597,51962,54602,106564
579,17,22,39,57,144,201,426,1517,1943,1944,4698,6642,8070,13067,21137,18498,25350,43848,52731,54549,107280
580,11,44,55,52,178,230,366,1580,1946,1929,4821,6750,8081,12799,20880,18362,25159,43521,52243,55019,107262
581,11,31,42,53,172,225,443,1595,2038,1961,4928,6889,8266,13403,21669,18311,25857,44168,52954,55253,108207
582,5,38,43,50,172,222,420,1651,2071,1948,4845,6793,8291,12911,21202,18751,25003,43754,52490,54365,106855
583,16,55,71,55,184,239,428,1573,2001,1876,4696,6572,8129,13216,21345,18397,25517,43914,53623,54970,108593
584,9,39,48,46,172,218,474,1504,1978,1989,4725,6714,8465,13202,21667,18672,25081,43753,53131,54677,107808
585,12,31,43,54,171,225,443,1562,2005,2032,4855,6887,8475,13078,21553,19177,25080,44257,53186,54086,107272
586,15,35,50,63,205,268,433,1568,2001,1883,4798,6681,8116,13356,21472,18559,25414,43973,53525,55702,109227
587,14,39,53,52,188,240,449,1744,2193,1978,5038,7016,8163,13472,21635,18377,25855,44232,52227,55464,107691
588,5,36,41,59,159,218,418,1478,1896,1898,4750,6648,8134,13241,21375,18324,25258,43582,52829,54378,107207
589,7,27,34,47,155,202,413,1597,2010,1906,4973,6879,8175,13133,21308,18250,25168,43418,52735,54466,107201
590,12,34,46,66,155,221,482,1618,2100,2012,4695,6707,8447,13014,21461,18887,25601,44488,52530,54764,107294
591,17,40,57,72,172,244,395,1639,2034,1943,4899,6842,8090,13272,21362,18208,25587,43795,52424,54982,107406
592,8,33,41,48,178,226,410,1611,2021,1879,4878,6757,7832,12819,20651,18105,24956,43061,51982,54721,106703
593,10,30,40,56,162,218,428,1636,2064,1970,4987,6957,8307,13413,21720,18622,25420,44042,52912,54702,107614
594,10,42,52,53,162,215,412,1496,1908,1919,4652,6571,8176,13302,21478,18430,25424,43854,53266,54710,107976
595,10,33,43,47,152,199,450,1583,2033,2011,4827,6838,8237,12976,21213,18488,25293,43781,52786,55052,107838
596,11,40,51,66,152,218,411,1531,1942,2022,4616,6638,8316,12752,21068,19068,25199,44267,53012,54718,107730
597,16,30,46,54,184,238,428,1587,2015,1900,4677,6577,8293,12802,21095,18604,24847,43451,52789,54192,106981
598,16,35,51,67,177,244,430,1658,2088,2062,4839,6901,8485,12959,21444,18959,25012,43971,53216,54394,107610
599,18,36,54,70,189,259,429,1616,2045,1987,5049,7036,8345,13451,21796,18691,25653,44344,52879,54473,107352
600,11,24,35,51,147,198,449,1479,1928,1947,4662,6609,8178,13052,21230,18703,25243,43946,52628,54536,107164
601,9,35,44,51,168,219,403,1598,2001,1911,4622,6533,8215,12634,20849,18326,24920,43246,52715,53940,106655
602,9,48,57,52,185,237,434,1495,1929,1886,4636,6522,8245,12884,21129,18555,25041,43596,53425,54502,107927
603,10,30,40,66,186,252,450,1630,2080,1870,4929,6799,8339,13461,21800,18917,25657,44574,53652,55558,109210
604,10,36,46,64,199,263,467,1638,2105,2049,4848,6897,8371,13133,21504,18530,25413,43943,53276,54961,108237
605,8,32,40,56,136,192,420,1558,1978,1914,4781,6695,8367,13276,21643,18408,25479,43887,52852,55001,107853
606,17,33,50,54,157,211,451,1551,2002,1985,4723,6708,8301,13013,21314,18478,25042,43520,52368,54113,106481
607,10,36,46,54,166,220,436,1618,2054,2031,4744,6775,8469,12913,21382,18868,25181,44049,53332,54519,107851
608,14,33,47,56,184,240,415,1576,1991,1956,4852,6808,8499,13313,21812,18818,25549,44367,53510,54453,107963
609,11,32,43,52,164,216,433,1634,2067,1960,4931,6891,8235,13570,21805,18325,26127,44452,52840,54598,107438
610,18,39,57,60,178,238,435,1592,2027,1999,4787,6786,8360,13185,21545,18752,25440,44192,53086,54501,107587
611,9,37,46,57,169,226,474,1647,2121,1954,4873,6827,8191,13161,21352,18777,25218,43995,53589,54425,108014
612,13,35,48,63,163,226,434,1580,2014,1898,4813,6711,8052,12991,21043,18564,25091,43655,52503,54578,107081
613,6,38,44,49,169,218,389,1507,1896,1856,4684,6540,8042,13162,21204,18103,25109,43212,52321,53568,105889
614,12,37,49,44,181,225,415,1590,2005,1933,4865,6798,8291,13036,21327,18552,25362,43914,52939,53988,106927
615,14,24,38,61,166,227,401,1609,2010,1948,4906,6854,8247,13106,21353,18964,25654,44618,53644,54638,108282
616,14,28,42,69,147,216,425,1545,1970,1931,4795,6726,8196,13104,21300,18546,25494,44040,53308,54852,108160
617,7,29,36,51,177,228,408,1526,1934,1883,4600,6483,8282,12870,21152,18627,24792,43419,52564,54428,106992
618,12,46,58,67,193,260,440,1654,2094,2018,4879,6897,8165,13356,21521,18309,25499,43808,52623,55057,107680
619,13,25,38,67,168,235,415,1552,1967,1938,4647,6585,8230,13129,21359,18368,25404,43772,52928,55098,108026
620,12,32,44,78,139,217,428,1556,1984,1925,4659,6584,8150,12859,21009,18156,25150,43306,52135,53862,105997
621,11,38,49,57,195,252,424,1522,1946,1989,4862,6851,8092,12868,20960,18625,25190,43815,53014,53975,106989
622,11,25,36,62,174,236,430,1504,1934,1923,4646,6569,8056,12917,20973,18294,25095,43389,52875,54881,107756
623,12,32,44,48,146,194,407,1499,1906,1959,4673,6632,8262,13466,21728,19154,25754,44908,54100,54546,108646
624,9,37,46,57,195,252,421,1652,2073,1984,4733,6717,8333,13103,21436,18353,25089,43442,52347,54694,107041
625,9,26,35,51,164,215,415,1668,2083,1922,4914,6836,8428,13195,21623,18961,25254,44215,53132,54525,107657
626,7,48,55,49,184,233,406,1675,2081,1805,4956,6761,8251,13111,21362,18640,25494,44134,52845,54986,107831
627,9,37,46,53,168,221,440,1612,2052,1991,4852,6843,8302,13245,21547,18514,25623,44137,52799,54710,107509
628,6,35,41,50,132,182,402,1487,1889,1942,4623,6565,8401,12624,21025,18782,24328,43110,52326,53939,106265
629,13,36,49,68,169,237,427,1676,2103,1948,5044,6992,8410,13485,21895,18867,25693,44560,52926,55035,107961
630,11,39,50,52,173,225,400,1665,2065,1954,4979,6933,8046,13270,21316,18478,25019,43497,53398,54371,107769
631,6,35,41,52,155,207,395,1520,1915,1960,4735,6695,8157,13003,21160,18139,25631,43770,51835,54896,106731
632,13,46,59,53,198,251,432,1735,2167,1864,4937,6801,8308,13502,21810,18832,25880,44712,52932,54613,107545
633,13,32,45,59,156,215,421,1560,1981,1862,4822,6684,8243,13025,21268,18292,25084,43376,52223,54267,106490
634,13,40,53,62,180,242,484,1539,2023,2028,4692,6720,8503,12588,21091,19020,24487,43507,53656,53512,107168
635,10,33,43,51,186,237,418,1568,1986,1962,4845,6807,8566,13284,21850,18692,25354,44046,53345,54941,108286
636,18,36,54,61,175,236,476,1618,2094,2048,4778,6826,8457,13004,21461,18695,25356,44051,52908,54690,107598
637,17,29,46,73,156,229,472,1506,1978,2012,4560,6572,8328,12995,21323,18705,25151,43856,52839,54959,107798
638,8,30,38,50,169,219,436,1735,2171,1888,5174,7062,8024,13395,21419,18324,25679,44003,52187,54997,107184
639,10,41,51,55,174,229,439,1673,2112,1958,4933,6891,8313,13114,21427,18709,25230,43939,52980,54665,107645
640,13,30,43,53,168,221,419,1721,2140,1911,4945,6856,8189,13343,21532,18566,25306,43872,52763,54376,107139
641,7,36,43,55,183,238,444,1585,2029,1950,4764,6714,8298,12851,21149,18821,25439,44260,53215,54512,107727
642,12,54,66,66,199,265,437,1596,2033,1995,4673,6668,8361,12731,21092,18816,24826,43642,53404,54125,107529
643,13,46,59,58,175,233,428,1632,2060,1914,4939,6853,8421,12875,21296,18708,24688,43396,52936,53826,106762
644,12,40,52,61,186,247,425,1580,2005,1821,4845,6666,8108,13030,21138,18398,25715,44113,51399,55133,106532
645,9,47,56,66,190,256,438,1560,1998,1959,4771,6730,8236,13200,21436,18789,25370,44159,52736,55163,107899
646,13,44,57,60,186,246,442,1597,2039,1901,4586,6487,8063,12699,20762,18219,25354,43573,52189,54993,107182
647,8,34,42,57,148,205,447,1556,2003,1823,4891,6714,8034,12925,20959,18372,24735,43107,52700,53859,106559
648,11,38,49,51,206,257,427,1660,2087,1949,4952,6901,8405,13419,21824,18884,25517,44401,53414,54813,108227
649,15,29,44,55,161,216,447,1595,2042,1934,4914,6848,8228,13423,21651,18312,25712,44024,52695,55093,107788
650,8,37,45,59,170,229,440,1559,1999,1870,4717,6587,8340,12864,21204,18516,24856,43372,52697,54594,107291
651,15,30,45,65,156,221,455,1576,2031,2138,4798,6936,8590,13286,21876,18797,25721,44518,52375,55130,107505
652,7,40,47,44,169,213,436,1504,1940,2003,4676,6679,8202,13001,21203,18168,25015,43183,52195,53872,106067
653,16,28,44,78,161,239,440,1552,1992,1940,4830,6770,8304,13252,21556,18515,25548,44063,53071,55647,108718
654,12,33,45,61,162,223,459,1558,2017,2017,4759,6776,8492,12799,21291,19112,24898,44010,53329,53527,106856
655,6,47,53,47,182,229,474,1622,2096,2047,4899,6946,8324,13254,21578,18470,25689,44159,52343,54870,107213
656,9,40,49,45,200,245,418,1634,2052,2040,4919,6959,8367,13099,21466,18875,25472,44347,53265,54296,107561
657,17,31,48,66,205,271,457,1620,2077,2134,4765,6899,8443,13239,21682,18776,25759,44535,53107,54898,108005
658,9,30,39,52,150,202,389,1604,1993,1874,4694,6568,8198,13043,21241,18335,25322,43657,52777,54335,107112
659,9,41,50,79,191,270,448,1582,2030,1954,4732,6686,8115,13266,21381,18411,25282,43693,52858,54588,107446
660,7,30,37,41,195,236,405,1654,2059,1918,5032,6950,8315,13313,21628,18659,25672,44331,52663,54848,107511
661,9,34,43,66,179,245,401,1646,2047,1929,4871,6800,8263,13333,21596,18804,25213,44017,53003,54917,107920
662,13,25,38,53,152,205,444,1632,2076,1922,5016,6938,8032,13511,21543,18439,25586,44025,52166,55515,107681
663,18,39,57,52,173,225,418,1673,2091,1935,4991,6926,8268,13094,21362,18507,25230,43737,52608,54685,107293
664,16,28,44,56,155,211,405,1563,1968,1937,4802,6739,8276,13182,21458,18449,25487,43936,52654,54978,107632
665,10,38,48,62,175,237,443,1772,2215,1982,4996,6978,8138,13566,21704,18570,26109,44679,52967,55440,108407
666,7,36,43,45,165,210,356,1625,1981,1864,4947,6811,8061,12934,20995,18489,25116,43605,53184,54350,107534
667,11,36,47,51,168,219,432,1632,2064,1903,4895,6798,7980,13215,21195,18213,25243,43456,52345,54938,107283
668,13,40,53,55,187,242,424,1622,2046,1932,4969,6901,8163,13087,21250,18528,25388,43916,53521,54777,108298
669,9,43,52,44,192,236,388,1752,2140,1951,4780,6731,8422,12921,21343,18601,25284,43885,51786,54928,106714
670,17,38,55,69,173,242,441,1659,2100,1966,4916,6882,8247,13209,21456,18382,24933,43315,51955,54117,106072
671,11,38,49,51,173,224,416,1606,2022,1983,4701,6684,8367,12904,21271,18798,25180,43978,53548,54542,108090
672,19,33,52,70,161,231,462,1497,1959,1925,4659,6584,8312,12795,21107,18880,24846,43726,53180,54152,107332
673,12,36,48,57,163,220,441,1523,1964,2005,4649,6654,7942,12793,20735,17874,25108,42982,52270,54355,106625
674,6,32,38,41,176,217,421,1626,2047,1929,4893,6822,8271,13194,21465,18505,25186,43691,53172,54024,107196
675,14,42,56,55,179,234,421,1584,2005,1928,4747,6675,8325,13190,21515,18683,25484,44167,52831,54560,107391
676,16,49,65,61,219,280,441,1684,2125,1928,5095,7023,8453,13467,21920,19065,25634,44699,53553,54598,108151
677,8,28,36,44,163,207,453,1568,2021,2056,4823,6879,8550,13106,21656,19025,25352,44377,52901,54736,107637
678,14,28,42,72,141,213,432,1559,1991,1899,4729,6628,8171,13437,21608,18591,25829,44420,52818,54274,107092
679,15,31,46,68,177,245,425,1683,2108,1940,4719,6659,8256,12938,21194,18173,25303,43476,51753,54681,106434
680,9,30,39,65,154,219,457,1584,2041,1912,4903,6815,8088,13169,21257,18403,25480,43883,52038,54773,106811
681,12,41,53,61,167,228,450,1518,1968,1965,4648,6613,8132,13114,21246,18143,25418,43561,51682,54997,106679
682,8,42,50,40,210,250,415,1687,2102,1924,4964,6888,8312,13230,21542,18174,25177,43351,52438,54349,106787
683,10,36,46,37,149,186,412,1585,1997,1978,4801,6779,8372,13187,21559,18676,25180,43856,52607,54470,107077
684,11,36,47,61,170,231,407,1484,1891,1851,4630,6481,7890,13030,20920,18303,25487,43790,52448,54443,106891
685,12,44,56,57,167,224,423,1608,2031,1907,4869,6776,8125,12855,20980,18328,25060,43388,52307,54291,106598
686,8,27,35,60,143,203,429,1577,2006,1908,4757,6665,8124,12868,20992,18410,24929,43339,52140,54604,106744
687,14,38,52,68,171,239,447,1657,2104,1987,4975,6962,8370,13091,21461,18884,25271,44155,53052,55038,108090
688,7,35,42,55,167,222,439,1653,2092,1893,4849,6742,8182,13338,21520,18464,25508,43972,51994,54458,106452
689,7,29,36,50,173,223,397,1576,1973,1836,4903,6739,8174,13374,21548,18633,25621,44254,52597,55369,107966
690,7,31,38,57,160,217,420,1682,2102,1940,4976,6916,8214,12973,21187,18342,25139,43481,52056,55023,107079
691,8,39,47,52,159,211,378,1588,1966,1908,4861,6769,8030,13276,21306,18187,25444,43631,53101,54783,107884
692,11,25,36,65,171,236,420,1507,1927,1931,4696,6627,8297,12825,21122,18646,25132,43778,52702,54839,107541
693,12,38,50,66,179,245,441,1641,2082,2050,4843,6893,8663,13245,21908,18612,25367,43979,52827,54434,107261
694,14,44,58,73,202,275,440,1664,2104,2014,4873,6887,8519,13457,21976,18870,25716,44586,53517,55125,108642
695,13,29,42,70,158,228,450,1509,1959,1945,4984,6929,8065,13344,21409,18354,25595,43949,53135,54792,107927
696,14,49,63,64,160,224,436,1530,1966,1992,4737,6729,8389,12992,21381,18578,25301,43879,52675,54223,106898
697,11,44,55,57,197,254,404,1627,2031,1861,4994,6855,8117,13022,21139,18230,25159,43389,52741,54236,106977
698,12,22,34,60,138,198,419,1351,1770,1995,4545,6540,8568,12852,21420,18827,24798,43625,52829,53473,106302
699,15,46,61,52,208,260,438,1612,2050,2005,4675,6680,8413,12965,21378,18443,24949,43392,52362,55090,107452
700,8,37,45,59,171,230,395,1561,1956,1960,4730,6690,8219,12922,21141,18727,25014,43741,52657,53767,106424
701,10,49,59,61,203,264,402,1607,2009,2001,4895,6896,8234,13486,21720,18776,25675,44451,53018,55572,108590
702,7,26,33,58,168,226,413,1587,2000,1865,4831,6696,8317,13089,21406,18866,25430,44296,53621,54707,108328
703,11,46,57,62,178,240,433,1517,1950,1893,4724,6617,8390,13050,21440,18492,24951,43443,52923,54074,106997
704,14,36,50,61,173,234,407,1595,2002,1865,4877,6742,8295,12885,21180,18337,25084,43421,52254,54176,106430
705,8,31,39,61,154,215,427,1524,1951,1881,4757,6638,8264,12946,21210,18314,25298,43612,52047,54795,106842
706,16,38,54,57,180,237,426,1611,2037,1983,4817,6800,8189,13012,21201,18465,25181,43646,51949,54440,106389
707,9,39,48,64,179,243,437,1584,2021,1920,4837,6757,8395,13114,21509,18779,25298,44077,52721,55127,107848
708,15,37,52,58,174,232,387,1534,1921,1924,4854,6778,8137,12980,21117,18437,25406,43843,52995,54668,107663
709,19,23,42,71,160,231,441,1639,2080,1944,5065,7009,8116,13417,21533,18685,25800,44485,53189,55091,108280
710,17,33,50,66,161,227,407,1619,2026,1859,5009,6868,8115,13364,21479,18201,25901,44102,52473,55395,107868
711,8,42,50,58,162,220,487,1632,2119,2026,4934,6960,8462,13166,21628,18798,25393,44191,52955,54450,107405
