node,cell_type,side,direction,edges,price_um,lost_flow,lost_flow_brain_to_vnc,lost_flow_vnc_to_brain,value,value_per_mm
AN17A009|R,AN17A009,R,ascending,2,1394.16,0,0,0,0,0.00
AN17A012|L,AN17A012,L,ascending,35,25230.18,0,0,0,0,0.00
AN17A012|R,AN17A012,R,ascending,32,22817.59,0,0,0,0,0.00
AN17A013|L,AN17A013,L,ascending,2,718.74,0,0,0,0,0.00
AN17A013|R,AN17A013,R,ascending,4,1402.91,0,0,0,0,0.00
AN17A014|L,AN17A014,L,ascending,15,7489.90,0,0,0,0,0.00
AN17A014|R,AN17A014,R,ascending,17,8603.20,0,0,0,0,0.00
AN17A015|L,AN17A015,L,ascending,21,11298.89,0,0,0,0,0.00
AN17A015|R,AN17A015,R,ascending,31,17047.09,0,0,0,0,0.00
AN17A018|L,AN17A018,L,ascending,30,14899.56,0,0,0,0,0.00
AN17A018|R,AN17A018,R,ascending,23,11433.44,0,0,0,0,0.00
AN17A024|L,AN17A024,L,ascending,14,6249.16,0,0,0,0,0.00
AN17A024|R,AN17A024,R,ascending,13,6059.96,0,0,0,0,0.00
AN17A026|L,AN17A026,L,ascending,24,13212.40,0,0,0,0,0.00
AN17A026|R,AN17A026,R,ascending,16,8319.04,0,0,0,0,0.00
AN17A031|L,AN17A031,L,ascending,3,1334.75,0,0,0,0,0.00
AN17A031|R,AN17A031,R,ascending,3,1367.05,0,0,0,0,0.00
AN17A047|L,AN17A047,L,ascending,1,251.62,0,0,0,0,0.00
AN17A047|R,AN17A047,R,ascending,5,1163.76,0,0,0,0,0.00
AN17A050|L,AN17A050,L,ascending,14,5312.51,0,0,0,0,0.00
AN17A050|R,AN17A050,R,ascending,14,5459.83,0,0,0,0,0.00
AN17A062|L,AN17A062,L,ascending,57,33521.84,0,0,0,0,0.00
AN17A062|R,AN17A062,R,ascending,59,34334.70,0,0,0,0,0.00
AN17A068|L,AN17A068,L,ascending,1,414.28,0,0,0,0,0.00
AN17A068|R,AN17A068,R,ascending,2,677.11,0,0,0,0,0.00
AN17A073|L,AN17A073,L,ascending,2,1096.17,0,0,0,0,0.00
AN17A073|R,AN17A073,R,ascending,2,1009.02,0,0,0,0,0.00
AN17A076|L,AN17A076,L,ascending,16,5715.11,0,0,0,0,0.00
AN17A076|R,AN17A076,R,ascending,19,6913.91,0,0,0,0,0.00
AN17B002|L,AN17B002,L,ascending,33,24566.95,0,0,0,0,0.00
AN17B002|R,AN17B002,R,ascending,27,19029.59,0,0,0,0,0.00
AN17B005|L,AN17B005,L,ascending,25,13997.21,0,0,0,0,0.00
AN17B005|R,AN17B005,R,ascending,17,9308.48,0,0,0,0,0.00
AN17B007|L,AN17B007,L,ascending,16,10794.24,0,0,0,0,0.00
AN17B007|R,AN17B007,R,ascending,17,11928.09,0,0,0,0,0.00
AN17B008|R,AN17B008,R,ascending,30,19561.09,0,0,0,0,0.00
AN17B009|L,AN17B009,L,ascending,12,6986.82,0,0,0,0,0.00
AN17B009|R,AN17B009,R,ascending,20,11096.53,0,0,0,0,0.00
AN17B011|L,AN17B011,L,ascending,9,6406.29,0,0,0,0,0.00
AN17B011|R,AN17B011,R,ascending,11,7058.01,0,0,0,0,0.00
AN17B012|L,AN17B012,L,ascending,21,9382.74,0,0,0,0,0.00
AN17B012|R,AN17B012,R,ascending,23,10259.76,0,0,0,0,0.00
AN17B013|L,AN17B013,L,ascending,11,8303.56,0,0,0,0,0.00
AN17B013|R,AN17B013,R,ascending,9,6578.33,0,0,0,0,0.00
AN17B016|L,AN17B016,L,ascending,43,24218.04,0,0,0,0,0.00
AN17B016|R,AN17B016,R,ascending,45,24248.79,0,0,0,0,0.00
AN18B001|L,AN18B001,L,ascending,14,4515.68,0,0,0,0,0.00
AN18B001|R,AN18B001,R,ascending,11,3702.99,0,0,0,0,0.00
AN18B002|L,AN18B002,L,ascending,3,1775.45,0,0,0,0,0.00
AN18B002|R,AN18B002,R,ascending,4,2616.41,0,0,0,0,0.00
AN18B019|L,AN18B019,L,ascending,21,12612.17,0,0,0,0,0.00
AN18B019|R,AN18B019,R,ascending,19,10816.57,0,0,0,0,0.00
AN18B020|L,AN18B020,L,ascending,2,592.79,0,0,0,0,0.00
AN18B020|R,AN18B020,R,ascending,2,531.54,0,0,0,0,0.00
AN18B022|L,AN18B022,L,ascending,14,7994.91,0,0,0,0,0.00
AN18B022|R,AN18B022,R,ascending,11,6393.73,0,0,0,0,0.00
AN18B025|R,AN18B025,R,ascending,11,3792.18,0,0,0,0,0.00
AN18B053|L,AN18B053,L,ascending,22,10496.57,0,0,0,0,0.00
AN18B053|R,AN18B053,R,ascending,23,11475.91,0,0,0,0,0.00
AN19A018|L,AN19A018,L,ascending,68,44750.62,0,0,0,0,0.00
AN19A018|R,AN19A018,R,ascending,68,44373.36,0,0,0,0,0.00
AN19A019|L,AN19A019,L,ascending,3,1212.29,0,0,0,0,0.00
AN19A019|R,AN19A019,R,ascending,6,2764.36,0,0,0,0,0.00
AN19B004|R,AN19B004,R,ascending,1,415.12,0,0,0,0,0.00
AN19B009|R,AN19B009,R,ascending,1,541.55,0,0,0,0,0.00
AN19B010|L,AN19B010,L,ascending,7,4567.84,0,0,0,0,0.00
AN19B010|R,AN19B010,R,ascending,6,4176.68,0,0,0,0,0.00
AN19B015|L,AN19B015,L,ascending,6,2783.66,0,0,0,0,0.00
AN19B015|R,AN19B015,R,ascending,7,3323.88,0,0,0,0,0.00
AN19B017|L,AN19B017,L,ascending,66,31296.77,0,0,0,0,0.00
AN19B017|R,AN19B017,R,ascending,67,33347.62,0,0,0,0,0.00
AN19B019|L,AN19B019,L,ascending,132,71817.79,0,0,0,0,0.00
AN19B019|R,AN19B019,R,ascending,131,69203.57,0,0,0,0,0.00
AN19B022|L,AN19B022,L,ascending,1,598.25,0,0,0,0,0.00
AN19B022|R,AN19B022,R,ascending,2,1176.07,0,0,0,0,0.00
AN19B024|L,AN19B024,L,ascending,35,20395.07,0,0,0,0,0.00
AN19B028|L,AN19B028,L,ascending,15,11470.38,0,0,0,0,0.00
AN19B028|R,AN19B028,R,ascending,16,11691.28,0,0,0,0,0.00
AN19B032|L,AN19B032,L,ascending,4,2511.91,0,0,0,0,0.00
AN19B032|R,AN19B032,R,ascending,4,2682.33,0,0,0,0,0.00
AN19B036|L,AN19B036,L,ascending,50,34790.05,0,0,0,0,0.00
AN19B036|R,AN19B036,R,ascending,53,36150.02,0,0,0,0,0.00
AN19B039|L,AN19B039,L,ascending,6,3621.34,0,0,0,0,0.00
AN19B042|L,AN19B042,L,ascending,10,4492.41,0,0,0,0,0.00
AN19B042|R,AN19B042,R,ascending,7,3473.13,0,0,0,0,0.00
AN19B044|R,AN19B044,R,ascending,9,4138.83,0,0,0,0,0.00
AN19B049|L,AN19B049,L,ascending,38,18038.79,0,0,0,0,0.00
AN19B049|R,AN19B049,R,ascending,44,21400.69,0,0,0,0,0.00
AN19B059|L,AN19B059,L,ascending,5,3163.69,0,0,0,0,0.00
AN19B061|L,AN19B061,L,ascending,1,564.32,0,0,0,0,0.00
AN19B061|R,AN19B061,R,ascending,1,535.60,0,0,0,0,0.00
AN19B063|L,AN19B063,L,ascending,1,567.64,0,0,0,0,0.00
AN19B079|L,AN19B079,L,ascending,1,597.98,0,0,0,0,0.00
AN19B079|R,AN19B079,R,ascending,1,556.95,0,0,0,0,0.00
AN19B093|L,AN19B093,L,ascending,15,8873.98,0,0,0,0,0.00
AN19B099|L,AN19B099,L,ascending,10,5743.38,0,0,0,0,0.00
AN19B099|R,AN19B099,R,ascending,10,5793.26,0,0,0,0,0.00
AN19B100|L,AN19B100,L,ascending,1,600.20,0,0,0,0,0.00
AN19B100|R,AN19B100,R,ascending,1,617.41,0,0,0,0,0.00
AN19B101|L,AN19B101,L,ascending,3,1693.23,0,0,0,0,0.00
AN19B101|R,AN19B101,R,ascending,10,6057.40,0,0,0,0,0.00
AN19B104|L,AN19B104,L,ascending,14,8208.67,0,0,0,0,0.00
AN19B104|R,AN19B104,R,ascending,11,6018.56,0,0,0,0,0.00
AN19B106|L,AN19B106,L,ascending,2,1247.34,0,0,0,0,0.00
AN19B106|R,AN19B106,R,ascending,3,1782.16,0,0,0,0,0.00
AN23B001|L,AN23B001,L,ascending,6,3391.22,0,0,0,0,0.00
AN23B001|R,AN23B001,R,ascending,7,4101.54,0,0,0,0,0.00
AN23B002|L,AN23B002,L,ascending,2,1017.99,0,0,0,0,0.00
AN23B002|R,AN23B002,R,ascending,6,3189.62,0,0,0,0,0.00
AN23B003|L,AN23B003,L,ascending,4,2745.44,0,0,0,0,0.00
AN23B003|R,AN23B003,R,ascending,7,4354.58,0,0,0,0,0.00
AN23B004|L,AN23B004,L,ascending,4,2577.44,0,0,0,0,0.00
AN23B004|R,AN23B004,R,ascending,3,1996.61,0,0,0,0,0.00
AN23B010|L,AN23B010,L,ascending,12,6166.57,0,0,0,0,0.00
AN23B010|R,AN23B010,R,ascending,12,6320.40,0,0,0,0,0.00
AN23B026|L,AN23B026,L,ascending,6,4464.27,0,0,0,0,0.00
AN23B026|R,AN23B026,R,ascending,8,5779.03,0,0,0,0,0.00
AN26X004|L,AN26X004,L,ascending,8,3594.53,0,0,0,0,0.00
AN26X004|R,AN26X004,R,ascending,6,2743.74,0,0,0,0,0.00
AN27X003|L,AN27X003,L,ascending,2,913.18,0,0,0,0,0.00
AN27X004|L,AN27X004,L,ascending,4,3053.91,0,0,0,0,0.00
AN27X004|R,AN27X004,R,ascending,3,2406.61,0,0,0,0,0.00
AN27X008|L,AN27X008,L,ascending,23,12420.85,0,0,0,0,0.00
AN27X008|R,AN27X008,R,ascending,18,9084.34,0,0,0,0,0.00
AN27X009|L,AN27X009,L,ascending,62,36932.82,0,0,0,0,0.00
AN27X009|R,AN27X009,R,ascending,78,46448.20,0,0,0,0,0.00
AN27X011|L,AN27X011,L,ascending,47,24835.46,0,0,0,0,0.00
AN27X011|R,AN27X011,R,ascending,13,6932.44,0,0,0,0,0.00
AN27X013|R,AN27X013,R,ascending,7,3872.34,0,0,0,0,0.00
AN27X015|L,AN27X015,L,ascending,52,28421.03,0,0,0,0,0.00
AN27X015|R,AN27X015,R,ascending,48,27173.22,0,0,0,0,0.00
AN27X016|L,AN27X016,L,ascending,25,13284.24,0,0,0,0,0.00
AN27X016|R,AN27X016,R,ascending,25,12835.29,0,0,0,0,0.00
AN27X017|L,AN27X017,L,ascending,23,17364.68,0,0,0,0,0.00
AN27X017|R,AN27X017,R,ascending,29,22862.63,0,0,0,0,0.00
AN27X018|L,AN27X018,L,ascending,73,45601.41,0,0,0,0,0.00
AN27X018|R,AN27X018,R,ascending,66,41199.93,0,0,0,0,0.00
AN27X019|L,AN27X019,L,ascending,1,886.77,0,0,0,0,0.00
AN27X019|R,AN27X019,R,ascending,7,3818.06,0,0,0,0,0.00
AN27X020|L,AN27X020,L,ascending,55,27452.20,0,0,0,0,0.00
AN27X020|R,AN27X020,R,ascending,55,27608.93,0,0,0,0,0.00
AN27X021|L,AN27X021,L,ascending,37,19083.41,0,0,0,0,0.00
AN27X021|R,AN27X021,R,ascending,37,19235.51,0,0,0,0,0.00
AN27X022|L,AN27X022,L,ascending,27,14165.14,0,0,0,0,0.00
AN27X022|R,AN27X022,R,ascending,29,15350.09,0,0,0,0,0.00
ANXXX005|R,ANXXX005,R,ascending,2,959.02,0,0,0,0,0.00
ANXXX007|L,ANXXX007,L,ascending,26,22443.07,0,0,0,0,0.00
ANXXX007|R,ANXXX007,R,ascending,18,15399.07,0,0,0,0,0.00
ANXXX013|L,ANXXX013,L,ascending,1,589.62,0,0,0,0,0.00
ANXXX013|R,ANXXX013,R,ascending,2,1406.96,0,0,0,0,0.00
ANXXX023|L,ANXXX023,L,ascending,2,917.40,0,0,0,0,0.00
ANXXX023|R,ANXXX023,R,ascending,4,1985.17,0,0,0,0,0.00
ANXXX024|L,ANXXX024,L,ascending,3,2166.08,0,0,0,0,0.00
ANXXX024|R,ANXXX024,R,ascending,3,2034.70,0,0,0,0,0.00
ANXXX026|L,ANXXX026,L,ascending,5,2031.88,0,0,0,0,0.00
ANXXX026|R,ANXXX026,R,ascending,4,1261.52,0,0,0,0,0.00
ANXXX027|L,ANXXX027,L,ascending,112,95949.42,0,0,0,0,0.00
ANXXX027|R,ANXXX027,R,ascending,114,94640.48,0,0,0,0,0.00
ANXXX030|L,ANXXX030,L,ascending,9,6782.30,0,0,0,0,0.00
ANXXX030|R,ANXXX030,R,ascending,12,8468.02,0,0,0,0,0.00
ANXXX033|L,ANXXX033,L,ascending,15,10336.45,0,0,0,0,0.00
ANXXX033|R,ANXXX033,R,ascending,12,8525.11,0,0,0,0,0.00
ANXXX041|L,ANXXX041,L,ascending,6,1887.91,0,0,0,0,0.00
ANXXX041|R,ANXXX041,R,ascending,10,3572.05,0,0,0,0,0.00
ANXXX049|L,ANXXX049,L,ascending,17,11471.72,0,0,0,0,0.00
ANXXX049|R,ANXXX049,R,ascending,14,9644.02,0,0,0,0,0.00
ANXXX050|L,ANXXX050,L,ascending,17,14892.01,0,0,0,0,0.00
ANXXX050|R,ANXXX050,R,ascending,11,9138.91,0,0,0,0,0.00
ANXXX055|L,ANXXX055,L,ascending,16,13831.05,0,0,0,0,0.00
ANXXX055|R,ANXXX055,R,ascending,12,10376.00,0,0,0,0,0.00
ANXXX057|L,ANXXX057,L,ascending,32,25167.73,0,0,0,0,0.00
ANXXX057|R,ANXXX057,R,ascending,33,25811.28,0,0,0,0,0.00
ANXXX072|L,ANXXX072,L,ascending,6,2964.63,0,0,0,0,0.00
ANXXX072|R,ANXXX072,R,ascending,6,2776.73,0,0,0,0,0.00
ANXXX074|L,ANXXX074,L,ascending,3,2499.14,0,0,0,0,0.00
ANXXX074|R,ANXXX074,R,ascending,1,795.14,0,0,0,0,0.00
ANXXX075|L,ANXXX075,L,ascending,28,23872.50,0,0,0,0,0.00
ANXXX075|R,ANXXX075,R,ascending,33,26464.56,0,0,0,0,0.00
ANXXX082|L,ANXXX082,L,ascending,16,12642.02,0,0,0,0,0.00
ANXXX082|R,ANXXX082,R,ascending,12,9390.38,0,0,0,0,0.00
ANXXX084|L,ANXXX084,L,ascending,27,21974.50,0,0,0,0,0.00
ANXXX084|R,ANXXX084,R,ascending,19,15285.47,0,0,0,0,0.00
ANXXX092|L,ANXXX092,L,ascending,2,1468.37,0,0,0,0,0.00
ANXXX092|R,ANXXX092,R,ascending,1,710.92,0,0,0,0,0.00
ANXXX093|L,ANXXX093,L,ascending,21,19087.32,0,0,0,0,0.00
ANXXX093|R,ANXXX093,R,ascending,25,23082.81,0,0,0,0,0.00
ANXXX094|L,ANXXX094,L,ascending,33,26023.55,0,0,0,0,0.00
ANXXX094|R,ANXXX094,R,ascending,33,25314.27,0,0,0,0,0.00
ANXXX098|L,ANXXX098,L,ascending,68,54953.62,0,0,0,0,0.00
ANXXX098|R,ANXXX098,R,ascending,67,53615.69,0,0,0,0,0.00
ANXXX099|L,ANXXX099,L,ascending,8,6678.94,0,0,0,0,0.00
ANXXX099|R,ANXXX099,R,ascending,7,5671.71,0,0,0,0,0.00
ANXXX102|L,ANXXX102,L,ascending,40,32137.96,0,0,0,0,0.00
ANXXX102|R,ANXXX102,R,ascending,43,33978.24,0,0,0,0,0.00
ANXXX106|L,ANXXX106,L,ascending,12,3224.42,0,0,0,0,0.00
ANXXX106|R,ANXXX106,R,ascending,11,3478.70,0,0,0,0,0.00
ANXXX108|L,ANXXX108,L,ascending,46,18515.15,0,0,0,0,0.00
ANXXX108|R,ANXXX108,R,ascending,36,14295.19,0,0,0,0,0.00
ANXXX109|L,ANXXX109,L,ascending,10,3874.03,0,0,0,0,0.00
ANXXX109|R,ANXXX109,R,ascending,11,4506.58,0,0,0,0,0.00
ANXXX116|L,ANXXX116,L,ascending,25,21174.59,0,0,0,0,0.00
ANXXX116|R,ANXXX116,R,ascending,28,23508.53,0,0,0,0,0.00
ANXXX120|L,ANXXX120,L,ascending,52,45654.79,0,0,0,0,0.00
ANXXX120|R,ANXXX120,R,ascending,47,39902.94,0,0,0,0,0.00
ANXXX127|L,ANXXX127,L,ascending,20,16854.19,0,0,0,0,0.00
ANXXX127|R,ANXXX127,R,ascending,20,17096.78,0,0,0,0,0.00
ANXXX130|L,ANXXX130,L,ascending,5,1871.80,0,0,0,0,0.00
ANXXX130|R,ANXXX130,R,ascending,5,1958.46,0,0,0,0,0.00
ANXXX131|L,ANXXX131,L,ascending,6,3393.69,0,0,0,0,0.00
ANXXX131|R,ANXXX131,R,ascending,3,1757.46,0,0,0,0,0.00
ANXXX132|L,ANXXX132,L,ascending,11,8529.59,0,0,0,0,0.00
ANXXX132|R,ANXXX132,R,ascending,5,3951.39,0,0,0,0,0.00
ANXXX136|L,ANXXX136,L,ascending,24,14837.14,0,2,0,0,0.00
ANXXX136|R,ANXXX136,R,ascending,29,18201.13,0,2,0,0,0.00
ANXXX139|L,ANXXX139,L,ascending,19,10794.82,0,0,0,0,0.00
ANXXX139|R,ANXXX139,R,ascending,8,3714.19,0,0,0,0,0.00
ANXXX144|L,ANXXX144,L,ascending,11,8437.13,0,0,0,0,0.00
ANXXX144|R,ANXXX144,R,ascending,7,5190.23,0,0,0,0,0.00
ANXXX145|L,ANXXX145,L,ascending,32,20742.03,0,0,0,0,0.00
ANXXX145|R,ANXXX145,R,ascending,33,23822.11,0,0,0,0,0.00
ANXXX150|L,ANXXX150,L,ascending,26,24097.01,0,1,0,0,0.00
ANXXX150|R,ANXXX150,R,ascending,18,16543.39,0,1,0,0,0.00
ANXXX151|L,ANXXX151,L,ascending,19,17031.86,0,0,0,0,0.00
ANXXX151|R,ANXXX151,R,ascending,18,16671.97,0,0,0,0,0.00
ANXXX152|L,ANXXX152,L,ascending,2,1506.27,0,0,0,0,0.00
ANXXX152|R,ANXXX152,R,ascending,5,3736.24,0,0,0,0,0.00
ANXXX154|L,ANXXX154,L,ascending,8,3079.25,0,0,0,0,0.00
ANXXX154|R,ANXXX154,R,ascending,7,2963.20,0,0,0,0,0.00
ANXXX165|L,ANXXX165,L,ascending,20,16232.20,0,0,0,0,0.00
ANXXX165|R,ANXXX165,R,ascending,21,17638.55,0,0,0,0,0.00
ANXXX169|L,ANXXX169,L,ascending,13,9689.74,0,0,0,0,0.00
ANXXX170|L,ANXXX170,L,ascending,15,13981.50,0,0,0,0,0.00
ANXXX170|R,ANXXX170,R,ascending,22,19693.06,0,0,0,0,0.00
AN06B044|L,AN06B044,L,ascending,14,11161.69,0,0,0,0,0.00
DNpe050|L,DNpe050,L,descending,38,21586.42,0,0,0,0,0.00
ANXXX174|L,ANXXX174,L,ascending,27,21882.39,0,0,0,0,0.00
ANXXX174|R,ANXXX174,R,ascending,24,19172.24,0,0,0,0,0.00
ANXXX178|L,ANXXX178,L,ascending,12,10679.91,0,0,0,0,0.00
ANXXX178|R,ANXXX178,R,ascending,8,2575.29,0,0,0,0,0.00
vMS13|R,vMS13,R,ascending,19,11991.66,0,0,0,0,0.00
INXXX063|L,INXXX063,L,ascending,1,690.13,0,0,0,0,0.00
ANXXX196|L,ANXXX196,L,ascending,11,9875.57,0,1,0,0,0.00
ANXXX196|R,ANXXX196,R,ascending,9,8216.38,0,1,0,0,0.00
MDN|L,MDN,L,descending,34,25133.66,0,0,0,0,0.00
MDN|R,MDN,R,descending,32,23690.50,0,0,0,0,0.00
ANXXX202|L,ANXXX202,L,ascending,19,15164.30,0,3,0,0,0.00
ANXXX202|R,ANXXX202,R,ascending,24,17505.53,0,4,0,0,0.00
ANXXX214|L,ANXXX214,L,ascending,5,3382.50,0,0,0,0,0.00
aSP22|L,aSP22,L,descending,62,45448.48,0,0,0,0,0.00
ANXXX218|L,ANXXX218,L,ascending,24,11580.53,0,0,0,0,0.00
ANXXX218|R,ANXXX218,R,ascending,21,9923.72,0,0,0,0,0.00
ANXXX250|L,ANXXX250,L,ascending,51,20406.47,0,0,0,0,0.00
ANXXX250|R,ANXXX250,R,ascending,46,19085.86,0,0,0,0,0.00
ANXXX254|L,ANXXX254,L,ascending,7,6085.32,0,0,0,0,0.00
ANXXX254|R,ANXXX254,R,ascending,5,4323.54,0,0,0,0,0.00
ANXXX255|L,ANXXX255,L,ascending,22,11234.79,0,0,0,0,0.00
ANXXX255|R,ANXXX255,R,ascending,26,11940.22,0,0,0,0,0.00
ANXXX264|L,ANXXX264,L,ascending,5,2586.84,0,0,0,0,0.00
ANXXX264|R,ANXXX264,R,ascending,4,2003.87,0,0,0,0,0.00
ANXXX296|L,ANXXX296,L,ascending,12,10064.71,0,0,0,0,0.00
ANXXX296|R,ANXXX296,R,ascending,10,8067.30,0,0,0,0,0.00
ANXXX308|L,ANXXX308,L,ascending,12,5593.86,0,0,0,0,0.00
ANXXX308|R,ANXXX308,R,ascending,19,10372.43,0,0,0,0,0.00
ANXXX338|R,ANXXX338,R,ascending,23,10955.38,0,0,0,0,0.00
ANXXX380|L,ANXXX380,L,ascending,11,9600.17,0,0,0,0,0.00
ANXXX380|R,ANXXX380,R,ascending,11,9301.38,0,0,0,0,0.00
ANXXX404|L,ANXXX404,L,ascending,13,4459.77,0,0,0,0,0.00
ANXXX404|R,ANXXX404,R,ascending,13,4732.36,0,0,0,0,0.00
ANXXX410|L,ANXXX410,L,ascending,9,7868.18,0,0,0,0,0.00
ANXXX410|R,ANXXX410,R,ascending,2,1704.52,0,0,0,0,0.00
ANXXX434|L,ANXXX434,L,ascending,35,23181.61,0,0,0,0,0.00
ANXXX434|R,ANXXX434,R,ascending,31,20145.89,0,0,0,0,0.00
ANXXX462a|L,ANXXX462a,L,ascending,38,16041.67,0,0,0,0,0.00
ANXXX462a|R,ANXXX462a,R,ascending,44,19646.51,0,0,0,0,0.00
ANXXX462b|L,ANXXX462b,L,ascending,39,9682.83,0,0,0,0,0.00
dMS9|L,dMS9,L,ascending,10,6384.00,0,0,0,0,0.00
ANXXX470|M,ANXXX470,M,ascending,42,17359.69,0,0,0,0,0.00
CB0429|L,CB0429,L,descending,2,1250.64,0,0,0,0,0.00
CB0429|R,CB0429,R,descending,2,1261.99,0,0,0,0,0.00
DNa01|L,DNa01,L,descending,41,29913.17,0,0,0,0,0.00
DNa01|R,DNa01,R,descending,35,25769.19,0,0,0,0,0.00
DNa02|L,DNa02,L,descending,27,19778.31,0,0,0,0,0.00
DNa02|R,DNa02,R,descending,30,21868.61,0,0,0,0,0.00
DNa03|L,DNa03,L,descending,6,4823.21,0,0,0,0,0.00
DNa03|R,DNa03,R,descending,3,2154.96,0,0,0,0,0.00
dMS9|R,dMS9,R,ascending,5,3270.86,0,0,0,0,0.00
pIP10|L,pIP10,L,descending,41,22826.87,0,0,0,0,0.00
DNa05|L,DNa05,L,descending,36,27083.98,0,0,0,0,0.00
DNa05|R,DNa05,R,descending,37,26966.98,0,0,0,0,0.00
pIP10|R,pIP10,R,descending,36,19404.35,0,0,0,0,0.00
pMP2|L,pMP2,L,descending,30,18702.86,0,0,0,0,0.00
DNa07|L,DNa07,L,descending,5,3978.86,0,0,0,0,0.00
DNa07|R,DNa07,R,descending,4,2588.49,0,0,0,0,0.00
pMP2|R,pMP2,R,descending,30,17411.83,0,0,0,0,0.00
vMS13|L,vMS13,L,ascending,17,9991.39,0,0,0,0,0.00
IN06B027|L,IN06B027,L,ascending,4,3170.91,0,0,0,0,0.00
AN01A089|L,AN01A089,L,ascending,81,37100.64,0,0,0,0,0.00
AN01A089|R,AN01A089,R,ascending,83,37601.98,0,0,0,0,0.00
AN01B002|L,AN01B002,L,ascending,19,13990.64,0,0,0,0,0.00
DNa11|L,DNa11,L,descending,14,10174.67,0,0,0,0,0.00
DNa11|R,DNa11,R,descending,13,9590.31,0,0,0,0,0.00
DNa13|L,DNa13,L,descending,45,34440.86,0,0,0,0,0.00
DNa13|R,DNa13,R,descending,51,39061.63,0,0,0,0,0.00
AN01B002|R,AN01B002,R,ascending,19,13803.06,0,0,0,0,0.00
AN01B004|L,AN01B004,L,ascending,34,22806.09,0,0,0,0,0.00
AN01B004|R,AN01B004,R,ascending,41,27144.12,0,0,0,0,0.00
AN01B005|L,AN01B005,L,ascending,12,9221.59,0,0,0,0,0.00
AN01B005|R,AN01B005,R,ascending,13,8332.17,0,0,0,0,0.00
AN01B011|L,AN01B011,L,ascending,22,15302.27,0,0,0,0,0.00
DNae001|L,DNae001,L,descending,13,9574.90,0,0,0,0,0.00
DNae001|R,DNae001,R,descending,12,8549.95,0,0,0,0,0.00
AN01B011|R,AN01B011,R,ascending,23,16370.63,0,0,0,0,0.00
AN01B014|L,AN01B014,L,ascending,1,590.10,0,0,0,0,0.00
AN01B014|R,AN01B014,R,ascending,1,210.06,0,0,0,0,0.00
AN01B018|L,AN01B018,L,ascending,18,10001.51,0,0,0,0,0.00
DNae004|L,DNae004,L,descending,20,14028.72,0,0,0,0,0.00
DNae004|R,DNae004,R,descending,19,13383.59,0,0,0,0,0.00
DNae005|L,DNae005,L,descending,13,9506.73,0,0,0,0,0.00
DNae005|R,DNae005,R,descending,18,12932.87,0,0,0,0,0.00
DNae006|L,DNae006,L,descending,4,3199.13,0,0,0,0,0.00
DNae006|R,DNae006,R,descending,7,5480.64,0,0,0,0,0.00
DNae007|L,DNae007,L,descending,4,2490.85,0,0,0,0,0.00
DNae007|R,DNae007,R,descending,4,2560.41,0,0,0,0,0.00
AN01B018|R,AN01B018,R,ascending,24,12714.84,0,0,0,0,0.00
DNae008|R,DNae008,R,descending,11,8480.93,0,0,0,0,0.00
DNae009|L,DNae009,L,descending,93,68765.21,0,0,0,0,0.00
DNae009|R,DNae009,R,descending,93,67714.09,0,0,0,0,0.00
DNae010|L,DNae010,L,descending,15,11462.72,0,0,0,0,0.00
AN02A002|L,AN02A002,L,ascending,129,74261.83,0,0,0,0,0.00
DNb01|L,DNb01,L,descending,28,20485.24,0,0,0,0,0.00
DNb01|R,DNb01,R,descending,27,19703.54,0,0,0,0,0.00
AN02A002|R,AN02A002,R,ascending,149,84071.16,0,0,0,0,0.00
AN02A005|L,AN02A005,L,ascending,24,11319.00,0,0,0,0,0.00
AN02A005|R,AN02A005,R,ascending,24,10781.64,0,0,0,0,0.00
DNb03|R,DNb03,R,descending,29,23562.51,0,0,0,0,0.00
DNb04|L,DNb04,L,descending,38,27104.66,0,0,0,0,0.00
DNb04|R,DNb04,R,descending,34,24245.22,0,0,0,0,0.00
DNb05|L,DNb05,L,descending,43,29487.84,0,0,0,0,0.00
DNb05|R,DNb05,R,descending,37,23865.36,0,0,0,0,0.00
AN02A009|L,AN02A009,L,ascending,26,12594.92,0,0,0,0,0.00
DNb06|R,DNb06,R,descending,15,4036.34,0,0,0,0,0.00
DNb07|L,DNb07,L,descending,40,30048.03,0,0,0,0,0.00
AN02A009|R,AN02A009,R,ascending,30,14024.46,0,0,0,0,0.00
DNb08|L,DNb08,L,descending,40,25161.14,0,0,0,0,0.00
DNb08|R,DNb08,R,descending,39,23895.90,0,0,0,0,0.00
DNb09|L,DNb09,L,descending,36,23851.16,0,0,0,0,0.00
DNb09|R,DNb09,R,descending,39,25508.41,0,0,0,0,0.00
AN02A016|L,AN02A016,L,ascending,9,3908.19,0,0,0,0,0.00
AN02A016|R,AN02A016,R,ascending,12,4880.61,0,0,0,0,0.00
DNbe002|L,DNbe002,L,descending,36,26972.27,0,0,0,0,0.00
DNbe002|R,DNbe002,R,descending,41,30865.70,0,0,0,0,0.00
DNbe003|L,DNbe003,L,descending,10,6646.06,0,0,0,0,0.00
DNbe003|R,DNbe003,R,descending,6,3794.44,0,0,0,0,0.00
DNbe004|L,DNbe004,L,descending,30,21198.25,0,0,0,0,0.00
DNbe004|R,DNbe004,R,descending,35,23845.28,0,0,0,0,0.00
